ProjectName,Build Tools,CI tools,Deployment Automation,Monitoring and Logging,Analyzer,Test
bab2min/Kiwi,0,0,0,0,0,0
bachsh/deep-karaoke-maker,0,0,0,0,0,0
badripatro/Visual_Question_Generation,0,0,0,0,0,0
bagasbgy/kerasgenerator,0,1,0,0,0,1
baidu-research/NCRF,0,0,0,0,0,0
bainingchao/NLP-ML,0,0,0,0,0,0
bakerjd99/jacks,0,0,0,0,0,0
bakrianoo/aravec,0,0,0,0,0,0
barbagroup/AeroPython,0,0,0,0,0,0
bareblackfoot/lddp-tf-faster-rcnn,1,0,0,0,0,0
barisesmer/C4.5,0,0,0,0,0,0
bat67/Deep-Learning-with-PyTorch-A-60-Minute-Blitz-cn,0,0,0,0,0,0
bat67/TibetanMNIST,0,0,0,0,0,0
baumgach/acdc_segmenter,0,0,0,0,0,0
bbfamily/abu,0,0,0,0,0,0
bbli/ml_board,0,0,0,0,0,0
bcbi/PredictMD.jl,0,0,0,0,1,0
bdqnghi/bi-tbcnn,0,0,1,0,0,0
bdqnghi/ggnn.tensorflow,0,0,0,0,0,0
bduggan/p6-jupyter-kernel,0,1,1,0,0,0
beader/ruijin_round1,0,0,0,0,0,0
beader/ruijin_round2,0,0,0,0,0,0
becauseofAI/HelloFace,0,0,0,0,0,0
becauseofAI/MobileFace,0,0,0,0,0,0
bedapudi6788/deepsegment,0,0,0,0,0,0
belzebalex/wargames,0,0,0,0,0,0
ben519/MLPB,0,0,0,0,0,0
ben519/mltools,0,1,0,0,0,1
bencbartlett/Overmind,0,1,0,0,0,0
benedekrozemberczki/APPNP,0,0,0,0,0,0
benedekrozemberczki/ASNE,0,0,0,0,0,0
benedekrozemberczki/AttentionWalk,0,0,0,0,0,0
benedekrozemberczki/BoostedFactorization,0,0,0,0,0,0
benedekrozemberczki/DANMF,0,0,0,0,0,0
benedekrozemberczki/FSCNMF,0,0,0,0,0,0
benedekrozemberczki/GEMSEC,0,0,0,0,0,0
benedekrozemberczki/GRAF,0,0,0,0,0,0
benedekrozemberczki/GraRep,0,0,0,0,0,0
benedekrozemberczki/GraphWaveMachine,0,0,0,0,0,0
benedekrozemberczki/HullCoverConditionedUnitDiskGraph,0,0,0,0,0,0
benedekrozemberczki/M-NMF,0,0,0,0,0,0
benedekrozemberczki/MUSAE,0,0,0,0,0,0
benedekrozemberczki/RolX,0,0,0,0,0,0
benedekrozemberczki/SEAL-CI,0,0,0,0,0,0
benedekrozemberczki/SGCN,0,0,0,0,0,0
benedekrozemberczki/SINE,0,0,0,0,0,0
benedekrozemberczki/SimGNN,0,0,0,0,0,0
benedekrozemberczki/Splitter,0,0,0,0,0,0
benedekrozemberczki/TADW,0,0,0,0,0,0
benedekrozemberczki/TENE,0,0,0,0,0,0
benedekrozemberczki/diff2vec,0,0,0,0,0,0
benedekrozemberczki/graph2vec,0,0,0,0,0,0
benedekrozemberczki/role2vec,0,0,0,0,0,0
benedekrozemberczki/walklets,0,0,0,0,0,0
benfred/implicit,1,1,0,0,0,0
benjaminirving/coreml-simple-demo,0,0,0,0,0,0
bennetthardwick/darknet.js,0,0,0,0,0,0
beringresearch/ivis,1,1,0,0,0,1
berkmancenter/mediacloud-sentence-splitter,1,1,0,0,1,0
bernhardrieder/PCGML-Game-Mechanics,0,0,0,0,0,0
bertinetto/r2d2,0,0,0,0,0,0
bertinetto/siamese-fc,0,0,0,0,0,0
betterlife/betterlifepsi,0,1,0,0,1,0
betterweb-team/BetterWeb-Backend,0,0,0,0,0,0
bfelbo/DeepMoji,0,1,0,0,0,0
bfgray3/cattonum,0,0,0,0,1,1
bfortuner/pytorch_tiramisu,0,0,0,0,0,0
bgshih/crnn,0,1,1,0,0,0
bheinzerling/bpemb,0,0,0,0,0,0
bheinzerling/pyrouge,1,0,0,0,0,0
bhrutledge/jupyter-venv,0,0,0,0,0,0
biaslab/ForneyLab.jl,0,1,0,0,0,0
bigartm/bigartm,1,1,0,0,1,1
bigboNed3/chinese_ulmfit,0,0,0,0,0,0
bighuang624/Andrew-Ng-Deep-Learning-notes,0,0,0,0,0,0
bigmlcom/python,1,1,0,0,0,0
binga/cloud-gpus,0,0,0,0,0,0
bingo619/bintorch,0,0,0,0,0,0
binny-mathew/Countering_Hate_Speech_ICWSM2019,0,0,0,0,0,0
binzhouchn/capsule-pytorch,0,0,0,0,0,0
bio-ontology-research-group/deepgo,0,0,0,0,0,0
bio-ontology-research-group/onto2vec,0,0,0,0,0,0
bio-ontology-research-group/opa2vec,0,0,1,0,0,0
bio-ontology-research-group/walking-rdf-and-owl,1,1,0,0,0,0
biocore/calour,1,1,0,0,0,0
bioidiap/bob,0,1,0,0,0,0
bioinfomaticsCSU/deepsignal,1,0,0,0,0,0
bioinform/neusomatic,1,0,1,0,0,0
bit-bots/imagetagger,0,0,1,0,1,1
bjascob/LemmInflect,0,0,0,0,0,1
bjascob/pyInflect,1,0,0,0,0,0
bkj/basenet,0,0,0,0,0,0
bkj/ulm-basenet,0,0,0,0,0,0
blackeagle01/Abnormal_Event_Detection,0,0,0,0,0,0
blmoistawinde/HarvestText,1,0,0,0,0,0
blue-oil/blueoil,1,0,1,0,1,1
bmcfee/pumpp,1,1,0,0,0,1
bmtgoncalves/FromScratch,0,0,0,0,0,0
bnosac/crfsuite,0,0,0,0,0,0
bnosac/pattern.nlp,0,0,0,0,0,0
bnosac/ruimtehol,1,0,0,0,0,0
bnosac/textrank,0,0,0,0,0,0
bobbens/sketch_simplification,0,0,0,0,0,0
bomboradata/datascience-exam,0,0,0,0,0,0
boost-R/FDboost,0,1,0,0,0,0
boris-kz/CogAlg,0,0,0,0,0,0
botkop/akkordeon,0,0,0,0,0,0
boubinjg/SoftwarePilot,0,0,0,0,0,0
boudinfl/ake-datasets,0,0,0,0,0,0
bowbowbow/Apriori,1,0,0,0,0,0
bowbowbow/CollaborativeFiltering,1,0,0,0,0,0
bowbowbow/DBSCAN,1,0,0,0,0,0
bowbowbow/DecisionTree,1,0,0,0,0,0
box-community/sample-document-skills,0,0,0,0,0,0
boyanangelov/sdmbench,0,1,0,0,0,1
bpesquet/machine-learning-handbook,0,0,0,0,0,0
bpesquet/machine-learning-katas,0,0,0,0,0,0
braincreators/octconv,1,1,0,0,1,0
brainiak/brainiak,1,1,1,0,1,1
brandonrobertz/artificial_seinfeld,1,0,0,0,0,0
brannondorsey/GloVe-experiments,0,0,1,0,0,0
breakwa11/GoAIRatings,0,0,0,0,0,0
breandan/kotlingrad,0,0,0,0,0,0
breeko/spypy,1,0,0,0,0,0
brendanhasz/probflow,1,1,0,0,1,0
brent-stone/CAN_Reverse_Engineering,0,0,0,0,0,0
brian-j-smith/MachineShop,0,0,0,0,0,1
bricewalker/Hey-Jetson,0,0,0,0,0,0
brightmart/ai_law,0,0,0,0,0,0
brightmart/bert_language_understanding,0,0,0,0,0,0
brookswoolf/Trading-Algorithms,0,0,0,0,0,0
brunnergino/MIDI-VAE,0,0,0,0,0,0
bryanlimy/neural-dependency-parser,0,0,0,0,0,0
bryanlimy/rnn-lie-detector,0,0,0,0,0,0
bryanlimy/tf2-transformer-chatbot,0,0,0,0,0,0
bsamseth/tictacNET,0,0,0,0,0,0
bshaw19/Crypto_Trader,0,0,0,0,0,0
bt3gl/NetAna-Complex-Network-Analysis,0,0,0,0,0,0
buaaliuming/Resources-for-Scholarly-Big-Data,0,0,0,0,0,0
budzianowski/multiwoz,0,0,0,0,0,0
buntys2010/AV-LTFS-Data-Science-FinHack-ML-Hackathon,0,0,0,0,0,0
buptxiaofeng/seizure-prediction,0,0,0,0,0,0
bushuhui/machinelearning_notebook,0,0,0,0,0,0
bwapi/bwapi,0,0,0,0,0,1
bxshi/ConMask,0,0,0,0,0,0
bxshi/ProjE,0,0,0,0,0,0
bzier/gym-mupen64plus,0,0,1,0,0,0
cahya-wirawan/language-modeling,0,0,0,0,0,0
cair/TextUnderstandingTsetlinMachine,1,0,0,0,0,0
cair/TsetlinMachine,0,0,0,0,0,0
cair/fast-tsetlin-machine-with-mnist-demo,1,0,0,0,0,0
cair/regression-tsetlin-machine,0,0,0,0,0,0
calvdee/end-to-end-lead-scoring,1,0,0,0,0,0
canlab/CanlabCore,1,0,0,0,0,0
capergroup/bayou,1,0,1,0,0,1
cardwing/Codes-for-Steering-Control,0,0,0,0,0,0
carpedm20/SPIRAL-tensorflow,0,0,0,0,0,0
carpyncho/feets,1,1,0,0,0,0
carsdotcom/skelebot,1,0,1,0,0,0
cassiobotaro/sentibol,0,0,0,0,0,0
castanan/w2v,0,0,0,0,0,0
castorini/castor,1,0,0,0,0,0
castorini/hedwig,0,0,0,0,0,0
catalyst-team/catalyst,1,0,1,0,0,1
catalyst-team/classification,1,0,1,0,0,0
cathalgarvey/whatlang-py,0,0,0,0,0,0
catnlp/metaLSTM,0,0,0,0,0,0
cattystats/Anomaly_Detection,0,0,0,0,0,0
cauchyturing/UCR_Time_Series_Classification_Deep_Learning_Baseline,0,0,0,0,0,0
cbg-ethz/pybda,1,1,0,0,1,0
cbmi-uthsc/deepECG,0,0,0,0,0,0
cbmi-uthsc/deepSepsis,0,0,0,0,0,0
cbmi-uthsc/iGPSD,0,0,0,0,0,0
cbmi-uthsc/pySickleCell,0,0,0,0,0,0
cbmi-uthsc/webSD,0,0,0,0,0,0
cbovar/ConvNetSharp,0,0,0,0,0,1
cbovar/Micromachine.AI,0,0,0,0,0,0
cdipaolo/goml,0,0,0,0,0,0
ceciliavision/perceptual-reflection-removal,0,0,0,0,0,0
cedrickchee/pytorch-android,1,0,0,0,0,1
celarex/STS-CNN-STSbenchmark-Semantic-Similarity-Semantic-Textual-Similarity-CNN-HCTI-Tensorflow-Keras,0,0,0,0,0,0
cenkcorapci/fashion-parser,0,0,0,0,0,0
cesium-ml/cesium_web,1,1,1,0,0,0
cetinsamet/attribute-label-embedding,0,0,0,0,0,0
cftang0827/pedestrian_detection_ssdlite,0,0,0,0,0,0
cftang0827/pedestrian_recognition,0,0,0,0,0,0
cgnorthcutt/benchmarking-keras-pytorch,0,0,0,0,0,0
cgorman/tensorflow-som,0,0,0,0,0,0
cgre-aachen/bayseg,0,1,0,0,0,0
cgtuebingen/Flex-Convolution,1,0,0,0,1,0
chainer/onnx-chainer,1,1,1,0,0,0
chaitjo/regression-stock-prediction,0,0,0,0,0,0
chaitjo/working-women,0,0,0,0,0,0
chakki-works/chakin,1,0,0,0,0,0
chakki-works/chariot,0,1,0,0,0,0
chakki-works/chazutsu,1,1,0,0,0,0
chakki-works/doccano,0,1,1,0,1,1
charles9n/bert-sklearn,0,0,0,0,0,0
charlesXu86/Chatbot_CN,0,1,0,0,1,0
charlescearl/DeepRacket,1,0,0,0,0,0
charlesfrye/AppliedStatisticsForNeuroscience,0,0,0,0,0,0
charlesq34/pointnet2,0,0,0,0,0,0
chehongshu/DL-tenserflow,1,0,0,0,0,0
chembience/chembience,0,0,1,0,0,0
chenchongthu/EATNN,0,0,0,0,0,0
chenchongthu/SAMN,0,0,0,0,0,0
chengchingwen/Transformers.jl,0,1,0,0,0,0
chenwuperth/rgz_rcnn,1,0,0,0,0,0
chewxy/lingo,0,1,0,0,0,0
chihkuanyeh/Representer_Point_Selection,0,0,0,0,0,0
chiphuyen/MetroTwitter,0,0,0,0,0,0
chizhanyuefeng/FD-CNN,0,0,0,0,0,0
chizhu/KGQA_HLM,0,0,0,0,0,0
chmp/ipytest,1,0,0,0,1,0
chnsh/deep-semantic-code-search,1,1,0,0,0,1
chokkan/deeplearning,0,0,0,0,0,0
chovanecm/sacredboard,1,1,0,0,1,0
chrieke/InstanceSegmentation_Sentinel2,0,0,0,0,0,0
chrisPiemonte/crime-analysis,0,0,0,0,0,0
chrisPiemonte/url2vec,0,0,0,0,0,0
chrisjsewell/ipypublish,1,0,0,0,1,0
chriskonnertz/DeepLy,0,1,0,0,0,0
chrismattmann/tika-python,0,1,0,0,0,0
christianbitter/QA_and_QG,0,0,0,0,0,0
christopher-beckham/weka-pyscript,1,0,0,0,0,0
chrsmrrs/k-gnn,1,0,0,0,0,0
chuanenlin/optical-flow,0,0,0,0,0,0
cics-nd/rans-uncertainty,0,0,0,0,0,0
cisco-ie/telemetry,0,0,0,0,0,0
cjekel/piecewise_linear_fit_py,1,1,0,0,0,0
cjekel/tindetheus,1,1,1,0,0,0
cjymz886/text-cnn,0,0,0,0,0,0
clarkerubber/irwin,0,0,0,0,0,0
claudio-unipv/quasi-unsupervised-cc,0,0,0,0,0,0
clawpack/riemann_book,0,1,1,0,0,0
cleardusk/3DDFA,0,0,1,0,0,0
clemkoa/tooth-detection,0,0,0,0,0,0
clips/bratreader,0,0,0,0,0,0
clofus/clofus-chatbot,0,0,0,0,0,0
cloudxlab/ml,0,0,0,0,0,0
clovaai/deep-text-recognition-benchmark,0,0,0,0,0,0
clumsyme/qqai,1,0,0,0,0,0
clusterking/clusterking,1,1,0,0,1,0
cmaron/CS-7641-assignments,1,0,0,0,0,0
cmasch/cnn-text-classification,0,0,0,0,0,0
cmasch/densenet,0,0,0,0,0,0
cmhungsteve/TA3N,0,0,0,0,0,0
cmsflash/beauty-net,0,0,0,0,0,0
cmsflash/deep-learning-sota,0,0,0,0,0,0
cnelson/skydetector,0,0,0,0,0,0
codebox/convnet-designer,0,0,0,0,0,0
codebox/image_augmentor,0,0,0,0,0,0
codertimo/BERT-pytorch,1,0,0,0,0,0
cognibit/Text-Normalization-Demo,0,0,0,0,0,0
coin-or/Gravity,1,1,0,0,1,0
computationalmodelling/nbval,1,1,0,0,0,1
comtravo/ctparse,1,1,0,0,1,0
conan7882/neural-style,0,1,0,0,0,0
conan7882/triplet-loss,0,0,0,0,0,0
congwenma/xiangqi,0,0,0,0,0,0
conmarap/website-fingerprinting,0,0,0,0,0,0
cooliscool/LISA-on-SSD-mobilenet,0,0,0,0,0,0
corochann/chainer-saliency,0,0,0,0,0,0
cosanlab/nltools,1,1,0,0,0,0
cosimoiaia/Tensorflow-Chatbot-Italian,0,0,0,0,0,0
cosmic-cortex/pytorch-UNet,0,0,0,0,0,0
cosmicBboy/ml-research,0,0,0,0,0,0
cosname/cosx.org,0,0,0,0,0,0
coxy1989/superconv,1,0,0,0,0,0
cpmpercussion/creative-prediction,0,1,0,0,1,0
cpmpercussion/keras-mdn-layer,0,1,0,0,0,0
cpmpercussion/robojam,0,0,1,0,0,0
cpury/lstm-math,0,0,0,0,0,0
craft-ai/sci,0,0,0,0,0,0
crazywolf132/Asher.Ai,0,0,0,0,0,0
crisbodnar/TensorFlow-NEAT,0,1,0,0,0,0
crisbodnar/text-to-image,0,0,0,0,0,0
criteo/tf-yarn,1,1,0,0,0,1
crouchred/speaker-recognition-py3,0,0,0,0,0,0
crownpku/Information-Extraction-Chinese,0,0,0,0,0,0
crp94/Personalised-aesthetic-assessment-using-residual-adapters,0,0,0,0,0,0
cs-chan/Deep-Plant,0,0,0,0,0,0
csc-training/intro-to-dl,0,0,0,0,0,0
cshadd/fetch-bot,1,1,0,0,0,0
csharpseattle/tensorflowiOS,0,0,0,0,0,0
cstjean/ScikitLearn.jl,0,1,0,0,0,0
csvance/keras-mobile-detectnet,0,0,0,0,0,0
cszhangzhen/ANRL,0,0,0,0,0,0
cszn/FFDNet,0,0,0,0,0,0
ctongfei/nexus,1,0,0,0,0,0
ctuning/ck-crowdtuning,0,0,0,0,0,0
cuguilke/microexpnet,0,0,0,0,0,0
cuixuage/Machine_Learning,0,0,0,0,0,0
customink/lambdipy,1,1,0,0,0,0
cvisionai/Tator,1,0,1,0,0,0
cvjena/libmaxdiv,0,0,0,0,0,0
cvjena/semantic-embeddings,0,0,0,0,0,0
cvlab-tohoku/Dense-CoAttention-Network,0,0,0,0,0,0
cybercongress/cyberd,1,0,1,0,0,0
cyberneuron/RT-CNN-Vis,0,0,1,0,0,0
cydonia999/Learning_to_See_in_the_Dark_PyTorch,0,0,0,0,0,0
cyschneck/Hydra,0,0,0,0,0,0
cytadela8/trypophobia,1,0,0,0,0,0
cytomine/Cytomine-core,1,0,0,0,0,0
czla/daily-paper-visual-tracking,0,0,0,0,0,0
d2l-ai/d2l-zh,1,1,1,0,0,0
d3sm0/ntsa,1,0,1,0,0,0
d5555/TagEditor,0,0,0,0,0,0
dabasajay/Image-Caption-Generator,0,0,0,0,0,0
dabasajay/YOLO-Object-Detection,0,0,0,0,0,0
dabit3/appsync-image-rekognition,0,0,0,0,0,0
daigo0927/pwcnet,0,0,0,0,0,0
dair-iitd/BossNet,0,0,0,0,0,0
dalmia/udacity-deep-reinforcement-learning,0,0,1,0,0,0
damianmoore/photo-manager-classifier,0,0,1,0,0,0
damianmoore/tensorflow-image-classifier,0,0,1,0,0,0
damien911224/theWorldInSafety,1,1,0,0,1,1
damitkwr/ESRNN-GPU,0,0,0,0,0,0
dancsalo/TensorFlow-MIL,0,0,0,0,0,0
dangitstam/topic-rnn,0,0,0,0,1,0
dangne/GiangGO,0,0,0,0,0,0
danhper/bigcode-tools,1,0,1,0,1,0
daniel-cortez-stevenson/crypto-predict,1,1,1,0,1,0
daniel-muthukrishna/astrodash,1,0,0,0,0,0
danieldk/sticker,0,1,0,0,0,0
danielfrg/s3contents,1,0,0,0,0,0
danielhanchen/hyperlearn,1,0,0,0,0,0
danielzuegner/gnn-meta-attack,0,0,0,0,0,0
danielzuegner/netgan,0,0,0,0,0,0
danielzuegner/nettack,0,0,0,0,0,0
daniruiz/Cleaning-Robot-AI,0,0,0,0,0,0
dantaki/SV2,1,0,0,0,0,0
darpan-jain/crowd-counting-using-tensorflow,0,0,0,0,0,0
darribas/satellite_led_liverpool,0,1,0,0,0,0
darrynten/google-natural-language-php,0,1,0,0,0,0
darwinex/DarwinexLabs,0,0,0,0,0,0
dasguptar/treelstm.pytorch,0,0,1,0,1,0
data-mill-cloud/data-mill,0,0,1,0,0,0
data61/PSL,1,0,0,0,0,0
databricks/spark-sklearn,1,1,0,0,0,0
datadesk/helicopter-accident-analysis,0,0,0,0,0,0
datalogue/keras-attention,0,0,0,0,0,0
datarobot/pic2vec,1,1,0,0,0,0
datasciencecampus/pyGrams,0,1,0,0,1,1
datathings/greycat,1,1,1,0,0,1
datmo/datmo,1,1,1,0,1,0
datquocnguyen/jLDADMM,1,0,0,0,0,0
daugaard/linear-regression,1,0,0,0,0,0
dave-fernandes/ECGClassifier,0,0,0,0,0,0
davechallis/rust-xgboost,0,1,0,0,0,0
david-yoon/QA_HRDE_LTC,0,0,0,0,0,0
david-yoon/detecting-incongruity,0,0,0,0,0,0
david-yoon/multimodal-speech-emotion,0,0,0,0,0,0
davidalbertonogueira/MLP,1,0,0,0,0,0
davidalvarezdlt/samplernn_pytorch,0,0,0,0,0,0
daviddalpiaz/r4sl,0,1,0,0,0,0
davidenunes/tensorflow-wheels,0,0,0,0,0,0
davidesantangelo/feedi,1,0,0,0,0,1
davidhaohanli/Abnormal-Behaviour-Detection,0,0,0,0,0,0
davidsbatista/BREDS,0,0,0,0,0,0
davidstutz/tensorflow-cpp-op-example,0,0,0,0,0,0
davikawasaki/arrhythmia-ecg-analysis-ai,0,0,0,0,0,0
davipatti/birdbrain,1,0,0,0,0,0
dawnranger/IDEC-pytorch,0,0,0,0,0,0
dbiir/UER-py,0,1,0,0,0,0
dcavar/Flair-JSON-NLP,1,0,0,0,0,0
dcavar/Py-JSON-NLP,1,0,0,0,0,0
dcavar/spaCy-JSON-NLP,1,0,0,0,0,1
dcgym/iroko,1,0,0,0,0,0
dcos-labs/dcos-jupyterlab-service,0,1,1,0,0,0
dczerniawko/portfolio,0,0,0,0,0,0
deathbeds/importnb,0,1,0,0,0,0
deep-fingerprinting/df,0,0,0,0,0,0
deep-fry/mayo,0,0,0,0,1,0
deep-learning-for-humans/fontastic,0,0,0,0,0,0
deepak525/Dementia-Classification-Compare-Classifiers,0,0,0,0,0,0
deepchem/deepchem,1,1,1,0,0,0
deepdiy/deepdiy,0,0,0,0,0,0
deepfakes/faceswap,1,1,0,0,1,0
deepforge-dev/deepforge,1,1,1,0,1,0
deepinx/deep-face-alignment,1,0,0,0,0,0
deeplearning4j/deeplearning4j-docs,0,0,0,0,0,0
deepmind/dm_control,0,0,0,0,0,0
deepmind/pysc2,0,0,0,0,0,0
deeptechlabs/cyberweapons,0,0,0,0,0,0
delph-in/pydelphin,1,1,0,0,0,1
delta2323/ml-formulas,0,0,0,0,0,0
demidovakatya/vvedenie-mashinnoe-obuchenie,0,0,0,0,0,0
deniskyashif/ssfst,0,1,0,0,1,0
denizyuret/AutoGrad.jl,0,1,0,0,0,0
depthfirstlearning/depthfirstlearning.com,0,0,0,0,0,0
dereklstinson/GoCudnn,1,0,0,0,0,0
derhuerst/nbayes,0,1,0,0,0,0
desicochrane/data-science-masters,0,0,0,0,0,0
despoisj/DeepAudioClassification,0,0,1,0,0,0
devAmoghS/Keras-Style-Transfer,0,0,0,0,0,0
devAmoghS/Machine-Learning-with-Python,0,0,0,0,0,0
devanshkv/fetch,0,0,0,0,0,0
developmentseed/label-maker,1,0,0,0,1,0
devpranoy/video_coloriser,0,0,0,0,0,0
dfava/readingclub,0,0,0,0,0,0
dfcf93/MSMARCO,0,0,0,0,0,0
dfdazac/wassdistance,0,0,0,0,0,0
dfdx/NaiveBayes.jl,0,1,0,0,0,0
dfdx/Yota.jl,0,1,0,0,0,0
dgant/PurpleWave,0,0,0,0,0,0
dgodinez77/LIA,0,0,0,0,0,0
dgriffiths3/ml_segmentation,0,0,0,0,0,0
dhondta/malicious-macro-tester,0,0,0,0,0,0
dialnd/imbalanced-algorithms,0,0,0,0,0,0
dialogflow/dialogflow-javascript-client,0,0,0,0,0,0
dialogflow/dialogflow-ruby-client,1,0,0,0,0,0
diana-hep/pyhf,0,0,0,0,0,0
diffgram/diffgram,0,0,0,0,0,0
diganthp/pi-vision,1,0,0,0,0,0
dillondaudert/UMAP.jl,0,1,0,0,0,0
dimimal/semantics_segmentation_of_urban_environments,0,0,0,0,0,0
dimitreOliveira/HousePrices,0,0,0,0,0,0
diningphil/CGMM,0,0,0,0,0,0
dirmeier/greta.lme,0,1,0,0,1,1
dirty-cat/dirty_cat,1,1,0,0,1,1
djosix/Performance-RNN-PyTorch,0,0,0,0,0,0
djpetti/isl-gazecapture,1,0,1,0,0,0
dkazanc/TomoPhantom,0,0,0,0,0,0
dkirkby/MachineLearningStatistics,0,0,0,0,0,0
dl416/Read-Deep-Learning-Paper-In-Chinese,0,0,0,0,0,0
dlab-berkeley/Deep-Learning-in-R,0,0,0,0,0,0
dlab-berkeley/Machine-Learning-in-R,0,0,0,0,0,0
dlab-berkeley/python-machine-learning,0,0,0,0,0,0
dlarsen5/AdaptiveSFM,0,0,1,0,0,0
dlebech/lyrics-generator,0,1,1,0,1,1
dllllb/ds-tools,0,0,0,0,0,0
dlt-rilmta/emtsv,1,0,1,0,0,0
dmbee/seglearn,1,1,0,0,0,0
dmlc/dlpack,1,1,0,0,0,0
dmlc/gluon-nlp,1,0,0,0,1,1
dmlc/tvm,1,1,0,0,1,1
docker-science/cookiecutter-docker-science,1,1,1,0,0,0
dokester/BayesicFitting,0,0,0,0,0,0
domainadaptation/salad,1,1,0,0,0,0
domantasm96/URL-categorization-using-machine-learning,0,0,0,0,0,0
domschl/tensor-poet,0,0,0,0,0,0
dongb5/GAN-Timeline,0,0,0,0,0,0
dongweiming/web_develop,0,0,0,0,0,0
donlee90/icarl,0,0,0,0,0,0
doofin/differentiable-idris,0,0,0,0,0,0
doonny/PipeCNN,1,0,0,0,0,0
dorianxiao/DLexp,0,0,0,0,0,0
doubleQ2018/Deep-learning-for-contact_map_v2,0,0,0,0,0,0
douglasrizzo/dodo_detector_ros,0,0,0,0,0,0
dougsm/ggcnn,0,0,0,0,0,0
dougsm/mvp_grasp,0,0,0,0,0,0
dperezrada/keywords2vec,1,0,0,0,0,0
dr-costas/mad-twinnet,0,0,0,0,0,0
dragen1860/Deep-Learning-with-PyTorch-Tutorials,0,0,0,0,0,0
drawbridge/keras-mmoe,0,0,0,0,0,0
drc10723/bert_quora_question_pairs,0,0,0,0,0,0
drckf/paysage,0,0,1,0,0,0
drethage/fully-convolutional-point-network,0,0,0,0,0,0
driemworks/agatha,1,0,0,0,0,0
drivenbyentropy/aptasuite,1,1,0,0,0,0
drivendataorg/zamba,1,0,1,0,1,1
ds-modules/LEGALST-190,0,0,0,0,0,0
dselsam/certigrad,0,0,1,0,0,0
dsgissin/DiscriminativeActiveLearning,0,0,0,0,0,0
dsindex/etagger,1,0,0,0,1,0
dstein64/k-means-quantization-js,0,0,0,0,0,0
dtrckd/pymake,1,0,0,0,0,0
duc0/vitech,0,0,0,0,0,0
ducha-aiki/affnet,0,0,0,0,0,0
dudeperf3ct/DL_Notebooks,0,0,0,0,0,0
duketemon/pyuplift,1,1,0,0,0,0
dumyy/handpose,0,0,0,0,0,0
dustalov/greeb,1,1,0,0,0,0
dustalov/watset,1,0,0,0,0,0
dusty-nv/jetson-inference,0,0,1,0,0,0
duxuhao/Feature-Selection,0,1,0,0,0,0
dvgodoy/deepreplay,1,1,0,0,0,0
dymaxionlabs/ap-latam,1,1,1,0,1,0
eBay/modanet,0,0,0,0,0,0
ealcobaca/pymfe,1,1,0,0,1,0
earhian/Humpback-Whale-Identification-1st-,0,0,0,0,0,0
eatsleepraverepeat/emusic_net,0,0,0,0,0,0
ebigelow/tf-decompose,0,0,0,0,0,0
eclarson/MachineLearningNotebooks,0,0,0,0,0,0
edgararuiz/datadaymx,0,0,0,0,0,0
edlerd/scrabble,0,0,0,0,0,0
edmBernard/DockerFiles,1,0,0,0,0,0
edouardelasalles/stnn,0,0,0,0,0,0
edouardlp/Mask-RCNN-CoreML,0,0,1,0,0,0
edublancas/sklearn-evaluation,1,1,0,0,0,0
edumagol/Analise-Mapemaneto-Risco-Barragems-Brasil,0,0,0,0,0,0
eellak/gsoc2018-3gm,1,1,0,0,0,0
eellak/gsoc2019-text-extraction,0,0,0,0,0,0
egenn/rtemis,0,1,0,0,0,0
eggie5/RankNet,0,0,0,0,0,0
ehsanmok/tvm-rust,0,1,0,0,0,0
eigenfoo/modo-de-ambar,0,0,0,0,0,0
eigenfoo/wanderings,1,0,0,0,0,0
eka-foundation/numerical-computing-is-fun,0,0,0,0,0,0
ekinakyurek/Deep-RL-Cars,0,0,0,0,0,0
ekinakyurek/KnetLayers.jl,0,1,0,0,0,0
eladhoffer/seq2seq.pytorch,0,0,0,0,0,0
elbruno/Blog,0,0,0,0,0,0
elcolumbio/mlrepricer,0,0,0,0,0,0
eliorc/node2vec,1,0,0,0,0,0
elitcloud/elit,1,1,0,0,0,0
ell-hol/mpc-DL-controller,0,0,0,0,0,0
elvisun/Chinese-poem-generator,0,0,0,0,0,0
elvisyjlin/deep-learning-chronicles,0,0,0,0,0,0
emacski/tensorflow-serving-arm,1,0,1,0,0,0
embracesource-cv-com/keras-east,1,0,0,0,0,0
emg110/socialytics,0,0,0,0,1,0
emilwallner/Deep-Learning-From-Scratch,0,0,0,0,0,0
emilwallner/Screenshot-to-code,0,0,0,0,0,0
emlynjdavies/PySilCam,0,0,1,0,0,0
empathy87/The-Elements-of-Statistical-Learning-Python-Notebooks,0,0,0,0,0,0
emstoudenmire/TNML,0,0,0,0,0,0
endymecy/spark-ml-source-analysis,0,0,0,0,0,0
energon-a-secas/enerbot-slack,1,0,1,0,1,0
engapa/modeldb-basic,1,1,1,0,0,0
enigmaeth/skip-thought-gan,0,0,0,0,0,0
epfl-lara/treenet,1,0,0,0,0,0
epic-kitchens/annotations,0,0,0,0,0,0
epic-kitchens/starter-kit-action-recognition,0,0,0,0,0,0
episodeyang/deep-auto-punctuation,1,0,0,0,0,0
erachelson/MLclass,1,0,1,0,0,0
eram/tensorflow-stack-ts,0,0,0,0,0,0
